Scale_setup.started,Scale_setup.stopped,participant,session,sex,age,date,expName,psychopyVersion,OS,frameRate,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,direction,Block_id,block.stopped,trial_direction,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,encoding.started,encoding.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
0.0005000000000165983,0.0013999999761722393,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,46.20600000000002,379.1776000000238,space,332.92929999995226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,379.1897000000477,264,0,388.7275,264,s,9.509899999976255,,392.89230000007154,393.39180000007156,392.3838999999762,392.89210000002385,389.7366000000239,392.3838000000715,393.3922000000477,393.9112000000477,393.91139999997614,402.3145,171,402.31489999997615,1,403.3118000000715,0,0,0,19,1,1.6,0.7,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,403.3128000000715,313,0,403.31489999997615,313,,,,406.9015,407.3915,406.3927000000477,406.90139999997615,404.3368000000715,406.39260000002383,407.39160000002386,407.89239999997613,407.89260000002383,420.9542000000477,273,420.95430000007156,1,421.9561000000238,0,1,1,16,1,1,0.7,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,421.9566000000238,251,0,421.9568000000715,251,,,,425.71860000002386,426.21439999997614,425.2153999999761,425.7185,422.958,425.2152000000477,426.21439999997614,426.7102000000477,426.7103000000715,464.64020000004774,314,464.6403999999762,1,465.61670000004773,0,2,2,17,1,1.2,0.7,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,465.6172000000477,266,0,465.61760000002386,266,,,,469.6312000000477,470.1236000000238,469.12420000004767,469.63100000000003,466.65820000004766,469.12399999999997,470.1236000000238,470.6235,470.6237000000477,498.3363999999762,4154,498.33650000000006,5,499.3397000000477,0,3,3,13,1,1.4,0.3,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,499.3402000000477,208,0,499.3403999999761,208,,,,502.69989999997614,503.1966000000238,502.1728000000715,502.69980000007155,500.32720000004764,502.1726000000238,503.1966000000238,503.6721000000238,503.6721000000238,508.2123999999762,4023,508.21250000000003,5,509.2116000000239,0,4,4,5,1,0.8,0.7,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,509.21200000000005,255,0,509.2123000000715,255,,,,513.2085,513.7070000000001,512.6813000000716,513.2083000000716,510.24570000004775,512.6811000000239,513.7070000000001,514.2073000000714,514.2073000000714,519.9227000000476,4550,519.9227000000476,5,520.9008999999762,0,5,5,18,1,1.4,0.7,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,520.9013000000716,211,0,520.9016000000238,211,,,,524.8728000000715,525.3488000000716,524.365,524.8727000000476,521.9151000000238,524.3648000000715,525.3488000000716,525.8273000000715,525.8273999999763,525.9798999999762,129,525.9802000000477,1,526.9722000000477,0,6,6,28,1,1.4,0.7,Time
,,czr,001,f,20,2025-06-03_18h59.27.766,Serial_Dependence_U,2023.2.3,Win32,60.240963855400565,,,,,,526.9727000000478,291,0,526.973,291,,,,530.9678000000715,531.4547000000478,530.461600000024,530.9677000000477,527.9791000000239,530.4613999999763,531.4547000000478,531.9546000000239,531.9548000000716,537.6286000000239,5060,537.6287000000477,5,538.6082000000476,0,7,7,23,1,1.4,0.3,Time
